sdp_group_filename,hash_id,dc_name,year,month,received_ts_rai,received_ts_quar,status_3_on_time,status_4_schema_failed,status_5_quar_scope,status_6_quar_time,status_7_dq_records,status_8_bus_approved,status_9_reached_gold,insp_record_count
20260318153209__nutreco__csrd_esg_soc__ill_health,2026_03_dataContract__nutreco__csrd_esg_soc__ill_health,dataContract__nutreco__csrd_esg_soc__ill_health,2026,3,04/02/2026 9:56,,576,FALSE,FALSE,FALSE,FALSE,FALSE,576,
20260318154215__nutreco__csrd_esg_soc__performance_reviews,2026_03_dataContract__nutreco__csrd_esg_soc__performance_reviews,dataContract__nutreco__csrd_esg_soc__performance_reviews,2026,3,04/02/2026 9:36,,1152,FALSE,FALSE,FALSE,FALSE,FALSE,1152,
20260318154216__nutreco__csrd_esg_soc__employee_characteristics,2026_03_dataContract__nutreco__csrd_esg_soc__employee_characteristics,dataContract__nutreco__csrd_esg_soc__employee_characteristics,2026,3,04/02/2026 9:21,,6190,FALSE,FALSE,FALSE,TRUE,FALSE,6070,120
20260318155326__kiwa__csrd_esg_soc__employee_characteristics,2026_03_dataContract__kiwa__csrd_esg_soc__employee_characteristics,dataContract__kiwa__csrd_esg_soc__employee_characteristics,2026,3,04/01/2026 12:11,,9749,FALSE,FALSE,FALSE,TRUE,FALSE,9593,156
20260318174206__nutreco__csrd_esg_soc__training_hours,2026_03_dataContract__nutreco__csrd_esg_soc__training_hours,dataContract__nutreco__csrd_esg_soc__training_hours,2026,3,04/02/2026 9:00,,1152,FALSE,FALSE,FALSE,FALSE,FALSE,1152,
20260318195269__kiwa__csrd_esg_soc__training_hours,2026_03_dataContract__kiwa__csrd_esg_soc__training_hours,dataContract__kiwa__csrd_esg_soc__training_hours,2026,3,04/01/2026 12:10,,1788,FALSE,FALSE,FALSE,FALSE,FALSE,1788,
20260318195316__kiwa__csrd_esg_soc__days_lost_injuries,2026_03_dataContract__kiwa__csrd_esg_soc__days_lost_injuries,dataContract__kiwa__csrd_esg_soc__days_lost_injuries,2026,3,04/01/2026 12:11,,10728,FALSE,FALSE,FALSE,FALSE,FALSE,10728,
20260318215316__kiwa__csrd_esg_soc__ill_health,2026_03_dataContract__kiwa__csrd_esg_soc__ill_health,dataContract__kiwa__csrd_esg_soc__ill_health,2026,3,04/01/2026 12:11,,894,FALSE,FALSE,FALSE,FALSE,FALSE,894,
20260327132100__shv__csrd_ref__dim_energy_subsource,2026_03_dataContract__shv__csrd_ref__dim_energy_subsource,dataContract__shv__csrd_ref__dim_energy_subsource,2026,3,03/27/2026 14:50,,9,FALSE,FALSE,FALSE,FALSE,FALSE,9,
20260327132400__shv__csrd_ref__dim_contract,2026_03_dataContract__shv__csrd_ref__dim_contract,dataContract__shv__csrd_ref__dim_contract,2026,3,03/27/2026 14:39,,3,FALSE,FALSE,FALSE,FALSE,FALSE,3,
20260327132500__shv__csrd_ref__dim_gender,2026_03_dataContract__shv__csrd_ref__dim_gender,dataContract__shv__csrd_ref__dim_gender,2026,3,03/27/2026 14:56,,2,FALSE,FALSE,FALSE,FALSE,FALSE,2,
20260327132800__shv__csrd_ref__dim_sc2_instrument,2026_03_dataContract__shv__csrd_ref__dim_sc2_instrument,dataContract__shv__csrd_ref__dim_sc2_instrument,2026,3,03/27/2026 14:55,,2,FALSE,FALSE,FALSE,FALSE,FALSE,2,
20260327132801__shv__csrd_ref__dim_biogenic_source,2026_03_dataContract__shv__csrd_ref__dim_biogenic_source,dataContract__shv__csrd_ref__dim_biogenic_source,2026,3,03/27/2026 14:55,,3,FALSE,FALSE,FALSE,FALSE,FALSE,3,
20260327132900__shv__csrd_ref__dim_age_group,2026_03_dataContract__shv__csrd_ref__dim_age_group,dataContract__shv__csrd_ref__dim_age_group,2026,3,03/27/2026 14:46,,3,FALSE,FALSE,FALSE,FALSE,FALSE,3,
20260327142800__shv__csrd_ref__dim_cog,2026_03_dataContract__shv__csrd_ref__dim_cog,dataContract__shv__csrd_ref__dim_cog,2026,3,03/27/2026 14:42,,3,FALSE,FALSE,FALSE,FALSE,FALSE,3,
20260413134206__nutreco__csrd_esg_env__sc2_contractual_instruments,2026_04_dataContract__nutreco__csrd_esg_env__sc2_contractual_instruments,dataContract__nutreco__csrd_esg_env__sc2_contractual_instruments,2026,4,04/15/2026 10:43,,4608,FALSE,FALSE,FALSE,FALSE,FALSE,4608,
20260413149309__kiwa__csrd_esg_env__sc2_contractual_instruments,2026_04_dataContract__kiwa__csrd_esg_env__sc2_contractual_instruments,dataContract__kiwa__csrd_esg_env__sc2_contractual_instruments,2026,4,04/15/2026 10:19,,7152,FALSE,FALSE,FALSE,FALSE,FALSE,7152,
