TradeKey,DateKey,ItemKey,SellerKey,BuyerSellerKey,Quantity,UnitPrice,TotalPrice
32666,20230311,26,207,141,4,56.97,227.88
32667,20230314,134,202,29,7,1480.38,10362.66
32668,20230328,7,396,231,5,469.12,2345.6
32669,20230312,116,199,374,11,1175.78,12933.58
32670,20230128,59,312,54,4,27947.95,111791.8
32671,20230313,105,172,52,8,8250.23,66001.84
32672,20230303,43,196,298,11,2760.2,30362.2
32673,20230323,109,337,208,15,716.0,10740.0
32674,20230207,157,245,156,7,1899.27,13294.89
32675,20230320,140,1,38,1,325.22,325.22
32676,20230204,197,12,133,17,291.75,4959.75
32677,20230225,184,369,254,2,10.36,20.72
32678,20230321,93,12,308,18,100.74,1813.32
32679,20230325,152,354,43,6,37.11,222.66
32680,20230216,11,57,284,3,33.67,101.01
32681,20230201,63,273,176,16,1308.04,20928.64
32682,20230311,194,95,201,10,17.62,176.2
32683,20230109,126,138,346,9,78640.82,707767.38
32684,20230317,83,379,230,10,34.1,341.0
32685,20230307,77,265,112,11,15821.15,174032.65
32686,20230115,102,102,160,8,13.83,110.64
32687,20230111,121,293,314,19,1929.87,36667.53
32688,20230212,1,379,28,8,65.83,526.64
32689,20230225,143,31,272,7,8533.8,59736.6
32690,20230203,79,172,375,3,158.95,476.85
32691,20230204,162,99,385,19,129.45,2459.55
32692,20230225,53,369,142,10,1479.78,14797.8
32693,20230326,144,288,32,12,3.36,40.32
32694,20230114,128,133,114,10,199.53,1995.3
32695,20230101,108,189,323,15,365.27,5479.05
32696,20230301,114,102,150,15,1023.05,15345.75
32697,20230307,193,220,161,14,33.42,467.88
32698,20230307,86,261,110,20,25444.28,508885.6
32699,20230327,117,384,326,2,6.03,12.06
32700,20230311,185,94,12,17,1674.02,28458.34
32701,20230303,145,241,248,3,1168.53,3505.59
32702,20230316,1,235,282,11,99.81,1097.91
32703,20230321,112,55,202,10,16381.42,163814.2
32704,20230328,72,80,17,6,12608.2,75649.2
32705,20230328,79,232,109,13,172.11,2237.43
32706,20230302,68,59,220,17,109.68,1864.56
32707,20230219,90,85,151,8,47.58,380.64
32708,20230116,137,303,24,13,176.79,2298.27
32709,20230128,7,170,361,16,558.32,8933.12
32710,20230119,58,287,117,1,2.23,2.23
32711,20230225,43,247,205,1,2511.15,2511.15
32712,20230317,189,348,313,9,4.47,40.23
32713,20230205,131,35,65,4,233.88,935.52
32714,20230108,58,225,355,1,1.87,1.87
32715,20230109,90,324,184,11,41.03,451.33
32716,20230324,197,371,189,7,370.9,2596.3
32717,20230108,180,149,16,1,291.74,291.74
32718,20230120,28,95,44,1,15731.05,15731.05
32719,20230207,84,110,57,2,10.93,21.86
32720,20230203,93,55,205,3,56.28,168.84
32721,20230329,78,338,104,11,8.2,90.2
32722,20230306,183,362,212,1,27.26,27.26
32723,20230120,34,311,198,19,16.67,316.73
32724,20230104,153,382,12,6,60989.42,365936.52
32725,20230129,120,304,79,3,600.59,1801.77
32726,20230317,164,5,268,17,62.98,1070.66
32727,20230224,138,321,216,1,2.47,2.47
32728,20230321,36,311,20,14,170.12,2381.68
32729,20230327,91,160,198,8,2990.03,23920.24
32730,20230211,121,321,387,18,2412.96,43433.28
32731,20230101,197,336,242,14,277.13,3879.82
32732,20230219,76,36,266,13,26.35,342.55
32733,20230313,136,68,23,16,285.65,4570.4
32734,20230317,136,335,42,6,293.86,1763.16
32735,20230108,163,363,2,6,205.89,1235.34
32736,20230207,18,240,65,16,219.85,3517.6
32737,20230121,142,99,166,1,63.04,63.04
32738,20230122,194,137,54,8,18.2,145.6
32739,20230113,37,361,339,20,12.32,246.4
32740,20230113,39,248,194,10,101.05,1010.5
32741,20230117,184,263,89,12,10.07,120.84
32742,20230119,158,207,292,2,23.41,46.82
32743,20230309,8,358,149,13,2.4,31.2
32744,20230301,142,275,180,11,82.42,906.62
32745,20230305,176,281,154,11,44.92,494.12
32746,20230129,154,94,318,18,1421.71,25590.78
32747,20230302,43,144,69,14,2442.75,34198.5
32748,20230203,71,340,24,13,4886.63,63526.19
32749,20230202,144,33,150,6,3.01,18.06
32750,20230221,101,362,206,9,21.5,193.5
32751,20230227,112,293,201,17,13911.54,236496.18
32752,20230326,34,317,166,16,17.44,279.04
32753,20230101,127,113,326,8,181.86,1454.88
32754,20230108,143,231,93,2,8545.48,17090.96
32755,20230102,49,100,95,4,81.05,324.2
32756,20230111,182,199,139,16,17.99,287.84
32757,20230201,19,285,353,12,4068.6,48823.2
32758,20230203,16,263,232,18,1.55,27.9
32759,20230113,160,56,79,14,55.94,783.16
32760,20230114,27,130,226,9,34.18,307.62
32761,20230224,172,83,36,8,35.97,287.76
32762,20230202,132,101,153,11,2954.16,32495.76
32763,20230121,9,4,111,6,12261.66,73569.96
32764,20230103,69,392,178,17,10101.7,171728.9
32765,20230127,55,234,148,2,16.67,33.34
32766,20230302,49,144,208,8,60.46,483.68
32767,20230328,60,359,30,15,2170.03,32550.45
32768,20230327,30,379,363,14,1565.97,21923.58
32769,20230205,118,181,96,4,19.05,76.2
32770,20230124,68,67,337,15,102.26,1533.9
32771,20230305,158,164,54,3,31.74,95.22
32772,20230115,200,232,313,12,100.33,1203.96
32773,20230118,139,386,87,2,7800.13,15600.26
32774,20230215,159,207,11,9,15435.23,138917.07
32775,20230207,132,84,356,1,2780.85,2780.85
32776,20230309,33,325,282,1,51.71,51.71
32777,20230107,191,373,368,9,21.52,193.68
32778,20230318,61,361,140,15,600.57,9008.55
32779,20230122,54,204,271,7,12.96,90.72
32780,20230302,123,202,246,18,3.86,69.48
32781,20230225,149,171,169,17,2.12,36.04
32782,20230114,106,275,111,5,149.42,747.1
32783,20230204,198,80,175,13,324.12,4213.56
32784,20230223,90,277,69,20,41.71,834.2
32785,20230314,112,13,86,15,16144.36,242165.4
32786,20230109,16,164,252,13,1.37,17.81
32787,20230204,151,18,101,4,12.12,48.48
32788,20230122,1,129,368,8,74.09,592.72
32789,20230108,179,97,341,3,5.02,15.06
32790,20230217,37,232,399,16,10.81,172.96
32791,20230225,144,132,265,9,2.9,26.1
32792,20230325,166,293,271,13,35.12,456.56
32793,20230308,171,118,38,11,78.94,868.34
32794,20230223,66,357,391,1,7101.79,7101.79
32795,20230202,47,115,152,6,113.75,682.5
32796,20230303,50,234,363,3,951.05,2853.15
32797,20230225,195,322,228,16,3212.16,51394.56
32798,20230226,113,192,67,6,8.37,50.22
32799,20230325,62,368,174,5,37.3,186.5
32800,20230110,33,22,99,19,49.24,935.56
32801,20230314,1,135,182,12,102.35,1228.2
32802,20230227,49,130,39,7,65.73,460.11
32803,20230126,177,358,199,13,46.59,605.67
32804,20230224,180,1,322,15,278.57,4178.55
32805,20230317,37,31,343,12,13.62,163.44
32806,20230118,198,346,162,10,323.39,3233.9
32807,20230311,107,33,172,17,236.22,4015.74
32808,20230302,103,361,280,1,1223.22,1223.22
32809,20230219,93,144,355,12,81.41,976.92
32810,20230115,184,139,346,17,9.76,165.92
32811,20230309,4,260,29,18,11450.62,206111.16
32812,20230319,46,312,294,20,484.37,9687.4
32813,20230107,42,276,110,11,5539.19,60931.09
32814,20230228,183,103,206,3,25.89,77.67
32815,20230108,163,253,342,6,181.06,1086.36
32816,20230105,114,37,243,4,953.85,3815.4
32817,20230105,158,34,127,17,33.95,577.15
32818,20230225,14,1,171,1,57.67,57.67
32819,20230323,172,325,75,2,54.28,108.56
32820,20230112,84,322,349,19,10.15,192.85
32821,20230303,182,41,158,19,22.38,425.22
32822,20230122,50,44,1,20,1133.52,22670.4
32823,20230211,108,256,208,4,380.17,1520.68
32824,20230210,85,334,30,14,88.18,1234.52
32825,20230212,72,105,35,15,10393.79,155906.85
32826,20230122,117,384,201,14,7.68,107.52
32827,20230316,159,61,121,7,14842.24,103895.68
32828,20230115,58,126,286,14,1.99,27.86
32829,20230112,30,357,83,12,1389.49,16673.88
32830,20230304,45,264,380,15,68.54,1028.1
32831,20230204,178,67,26,16,343.09,5489.44
32832,20230329,155,241,94,13,66.38,862.94
32833,20230222,194,187,174,16,17.77,284.32
32834,20230312,161,109,65,10,17.41,174.1
32835,20230202,62,3,233,3,37.48,112.44
32836,20230217,73,213,161,4,22.58,90.32
32837,20230225,83,278,103,12,15.0,180.0
32838,20230202,94,393,36,15,877.05,13155.75
32839,20230309,200,217,287,2,148.04,296.08
32840,20230311,131,125,134,14,237.31,3322.34
32841,20230220,139,231,162,8,8176.14,65409.12
32842,20230125,102,166,84,18,11.77,211.86
32843,20230223,71,12,252,14,4846.56,67851.84
32844,20230218,47,308,20,17,113.99,1937.83
32845,20230221,19,274,162,10,4526.75,45267.5
32846,20230125,189,223,140,13,4.08,53.04
32847,20230306,140,243,341,12,271.27,3255.24
32848,20230113,88,75,68,12,40.41,484.92
32849,20230216,187,359,268,8,1134.53,9076.24
32850,20230227,164,178,200,20,53.61,1072.2
32851,20230321,115,70,62,17,4201.94,71432.98
32852,20230101,141,180,122,10,30.98,309.8
32853,20230116,106,251,304,18,159.18,2865.24
32854,20230220,78,174,25,14,4.22,59.08
32855,20230212,31,182,232,2,242.24,484.48
32856,20230302,63,352,224,13,1556.2,20230.6
32857,20230114,141,66,185,13,33.94,441.22
32858,20230108,92,64,254,6,19.21,115.26
32859,20230114,20,297,199,8,391.15,3129.2
32860,20230109,199,389,396,17,1256.22,21355.74
32861,20230125,165,262,268,16,30.71,491.36
32862,20230331,140,181,198,20,167.34,3346.8
32863,20230108,192,395,19,15,1918.85,28782.75
32864,20230125,103,33,144,19,1233.51,23436.69
32865,20230129,126,365,165,4,93359.8,373439.2
32866,20230208,43,354,124,17,5546.88,94296.96
32867,20230125,48,33,390,8,336.53,2692.24
32868,20230120,133,49,196,12,60.97,731.64
32869,20230304,104,260,303,18,578.09,10405.62
32870,20230109,70,236,289,13,2.86,37.18
32871,20230228,111,253,278,1,2.31,2.31
32872,20230321,186,147,232,11,54258.13,596839.43
32873,20230125,171,81,80,3,47.89,143.67
32874,20230303,160,140,364,14,62.06,868.84
32875,20230201,175,173,279,3,6077.36,18232.08
32876,20230122,15,7,6,4,7973.08,31892.32
32877,20230131,197,162,83,19,253.98,4825.62
32878,20230325,9,156,60,13,10787.92,140242.96
32879,20230319,89,298,389,4,19.67,78.68
32880,20230107,114,229,100,13,1091.3,14186.9
32881,20230105,83,397,349,9,23.04,207.36
32882,20230119,77,148,235,6,15531.16,93186.96
32883,20230109,17,325,365,8,4569.45,36555.6
32884,20230310,172,165,74,19,55.51,1054.69
32885,20230120,183,64,396,13,23.87,310.31
32886,20230301,168,278,176,19,31.2,592.8
32887,20230101,135,257,255,20,369.55,7391.0
32888,20230116,153,349,106,14,58103.84,813453.76
32889,20230207,51,333,110,5,628.67,3143.35
32890,20230101,14,238,53,11,64.6,710.6
32891,20230307,58,88,302,16,2.23,35.68
32892,20230114,169,360,152,2,39.49,78.98
32893,20230316,76,265,332,14,30.8,431.2
32894,20230214,44,50,116,10,59.86,598.6
32895,20230103,139,300,51,12,6525.65,78307.8
32896,20230119,148,1,217,14,104.43,1462.02
32897,20230302,110,72,156,10,861.13,8611.3
32898,20230123,129,134,229,1,13991.33,13991.33
32899,20230111,75,327,277,1,5143.75,5143.75
32900,20230310,173,14,62,7,27.21,190.47
32901,20230209,29,108,265,4,71.17,284.68
32902,20230311,47,335,232,16,118.08,1889.28
32903,20230213,160,170,344,20,58.18,1163.6
32904,20230312,20,306,56,3,384.74,1154.22
32905,20230120,36,342,57,13,93.66,1217.58
32906,20230111,173,23,358,20,23.65,473.0
32907,20230124,45,299,81,5,69.76,348.8
32908,20230130,29,400,390,9,64.95,584.55
32909,20230217,55,369,89,9,17.11,153.99
32910,20230102,171,354,24,11,52.66,579.26
32911,20230223,132,203,187,13,2885.46,37510.98
32912,20230125,100,223,270,12,42.48,509.76
32913,20230312,153,308,104,8,62384.09,499072.72
32914,20230325,130,74,247,6,99.98,599.88
32915,20230314,23,181,168,4,877.44,3509.76
32916,20230216,8,336,23,14,3.48,48.72
32917,20230317,118,33,286,9,17.6,158.4
32918,20230306,45,387,272,11,61.14,672.54
32919,20230113,121,387,392,17,2099.93,35698.81
32920,20230103,73,27,63,19,22.95,436.05
32921,20230212,195,260,389,18,3619.02,65142.36
32922,20230319,27,139,117,8,44.38,355.04
32923,20230213,68,243,34,18,111.48,2006.64
32924,20230309,57,264,115,1,54.06,54.06
32925,20230311,145,67,74,16,1461.93,23390.88
32926,20230330,195,284,276,11,3651.81,40169.91
32927,20230214,148,308,7,4,87.45,349.8
32928,20230105,188,306,150,10,391.38,3913.8
32929,20230326,148,256,338,1,118.69,118.69
32930,20230311,149,184,84,19,2.41,45.79
32931,20230318,119,374,297,14,87.72,1228.08
32932,20230102,66,168,313,13,5421.75,70482.75
32933,20230124,65,172,64,19,6.79,129.01
32934,20230129,33,280,267,3,51.18,153.54
32935,20230125,112,385,98,1,13181.89,13181.89
32936,20230301,92,302,131,18,19.46,350.28
32937,20230317,143,282,255,4,9198.58,36794.32
32938,20230129,66,178,155,5,6339.63,31698.15
32939,20230308,163,48,44,16,198.44,3175.04
32940,20230129,145,227,312,11,1497.49,16472.39
32941,20230220,140,227,198,20,186.95,3739.0
32942,20230111,29,288,324,10,64.07,640.7
32943,20230204,16,285,315,4,1.61,6.44
32944,20230119,154,400,142,10,1198.41,11984.1
32945,20230307,145,24,148,6,1180.34,7082.04
32946,20230302,124,238,189,13,27.54,358.02
32947,20230207,142,103,58,10,66.01,660.1
32948,20230212,161,194,383,17,12.5,212.5
32949,20230206,106,5,128,12,143.63,1723.56
32950,20230303,22,153,101,3,2351.69,7055.07
32951,20230127,7,42,285,11,502.0,5522.0
32952,20230116,44,224,201,20,51.13,1022.6
32953,20230210,84,154,178,6,11.87,71.22
32954,20230107,127,111,335,9,168.72,1518.48
32955,20230127,191,231,394,5,20.34,101.7
32956,20230122,27,216,374,20,32.69,653.8
32957,20230210,8,245,342,7,3.0,21.0
32958,20230209,169,53,114,10,34.72,347.2
32959,20230314,22,148,161,6,2266.91,13601.46
32960,20230219,62,123,39,2,38.09,76.18
32961,20230117,200,142,286,6,88.81,532.86
32962,20230112,39,190,183,13,106.2,1380.6
32963,20230323,16,382,24,9,1.35,12.15
32964,20230323,38,261,400,1,291.32,291.32
32965,20230129,50,51,317,6,990.73,5944.38
32966,20230128,162,207,91,1,110.06,110.06
32967,20230119,45,243,53,14,67.96,951.44
32968,20230315,42,276,67,19,5019.28,95366.32
32969,20230331,158,259,302,7,32.01,224.07
32970,20230212,173,384,159,9,26.05,234.45
32971,20230122,160,161,61,12,49.94,599.28
32972,20230112,121,248,395,10,1875.33,18753.3
32973,20230119,180,313,330,4,290.08,1160.32
32974,20230307,76,263,21,2,30.67,61.34
32975,20230331,33,299,116,12,48.15,577.8
32976,20230221,35,27,22,18,74.61,1342.98
32977,20230118,70,3,32,3,2.34,7.02
32978,20230129,108,56,264,4,380.05,1520.2
32979,20230119,127,345,181,14,171.4,2399.6
32980,20230329,148,20,327,4,97.86,391.44
32981,20230113,64,206,333,8,5066.77,40534.16
32982,20230321,181,2,232,4,47933.51,191734.04
32983,20230310,68,238,34,5,110.63,553.15
32984,20230119,96,166,98,2,380.59,761.18
32985,20230127,144,378,229,15,3.0,45.0
32986,20230115,182,364,154,16,20.26,324.16
32987,20230224,174,385,101,14,39.92,558.88
32988,20230108,54,346,119,15,14.43,216.45
32989,20230128,134,216,203,17,869.82,14786.94
32990,20230309,135,303,391,11,647.38,7121.18
32991,20230308,190,155,372,19,4.73,89.87
32992,20230115,60,166,181,16,2096.06,33536.96
32993,20230226,62,85,222,15,40.27,604.05
32994,20230107,160,5,275,10,60.51,605.1
32995,20230131,106,217,312,4,138.14,552.56
32996,20230126,183,380,197,16,24.1,385.6
32997,20230311,173,262,345,18,27.86,501.48
32998,20230212,86,127,348,14,25117.74,351648.36
32999,20230108,18,28,387,5,230.56,1152.8
33000,20230211,156,295,308,11,70.81,778.91
33001,20230108,28,103,335,13,16052.94,208688.22
33002,20230301,150,31,64,11,4.77,52.47
33003,20230121,163,7,206,9,158.91,1430.19
33004,20230319,197,129,344,7,440.94,3086.58
33005,20230312,197,162,8,16,454.8,7276.8
33006,20230311,92,136,150,5,30.86,154.3
33007,20230320,1,230,38,17,110.5,1878.5
33008,20230208,130,222,173,20,99.9,1998.0
33009,20230327,16,301,295,14,1.45,20.3
33010,20230206,68,272,159,8,111.97,895.76
33011,20230121,19,186,91,8,4338.63,34709.04
33012,20230328,39,7,170,7,141.91,993.37
33013,20230123,59,174,155,17,26374.13,448360.21
33014,20230107,138,216,220,9,2.21,19.89
33015,20230319,182,20,335,6,27.73,166.38
33016,20230115,193,99,92,16,25.28,404.48
33017,20230319,123,345,282,8,4.05,32.4
33018,20230208,143,274,32,17,9612.02,163404.34
33019,20230315,174,359,218,6,87.19,523.14
33020,20230127,169,199,257,13,34.98,454.74
33021,20230307,9,374,389,18,10658.58,191854.44
33022,20230218,181,159,219,5,40914.96,204574.8
33023,20230106,42,397,304,7,5565.36,38957.52
33024,20230323,82,262,49,3,138.24,414.72
33025,20230222,99,249,222,16,48.48,775.68
33026,20230222,99,158,386,3,48.9,146.7
33027,20230104,78,350,135,13,7.1,92.3
33028,20230201,98,28,374,18,2073.53,37323.54
33029,20230130,9,110,324,14,11471.72,160604.08
33030,20230108,106,256,27,16,166.9,2670.4
33031,20230311,36,2,171,13,158.81,2064.53
33032,20230129,88,347,381,13,46.06,598.78
33033,20230121,42,310,3,13,5186.87,67429.31
33034,20230329,23,45,362,10,815.94,8159.4
33035,20230312,79,228,370,3,146.94,440.82
33036,20230301,100,212,63,13,45.33,589.29
33037,20230220,73,378,330,1,28.49,28.49
33038,20230301,44,280,61,14,34.98,489.72
33039,20230327,174,192,174,9,155.99,1403.91
33040,20230312,100,205,207,4,74.41,297.64
33041,20230117,70,171,328,13,2.46,31.98
33042,20230201,177,366,400,3,48.2,144.6
33043,20230120,111,144,185,10,2.16,21.6
33044,20230305,64,141,306,4,6892.96,27571.84
33045,20230228,48,125,49,6,398.47,2390.82
33046,20230222,22,119,145,12,2262.35,27148.2
33047,20230205,119,377,75,2,78.39,156.78
33048,20230323,64,237,289,7,6031.95,42223.65
33049,20230319,53,35,17,4,3449.03,13796.12
33050,20230102,114,331,28,19,999.61,18992.59
33051,20230109,191,184,218,17,19.4,329.8
33052,20230120,167,100,303,8,0.71,5.68
33053,20230117,54,114,56,18,10.29,185.22
33054,20230209,103,67,335,8,1386.59,11092.72
33055,20230330,43,346,297,2,4689.45,9378.9
33056,20230207,144,89,300,6,3.34,20.04
33057,20230122,114,377,26,3,983.44,2950.32
33058,20230214,58,132,347,8,2.16,17.28
33059,20230305,80,88,345,14,92.17,1290.38
33060,20230304,7,365,252,8,464.75,3718.0
33061,20230305,81,136,143,16,18.87,301.92
33062,20230319,23,285,336,15,854.01,12810.15
33063,20230127,37,245,50,20,13.18,263.6
33064,20230108,159,128,288,12,17451.0,209412.0
33065,20230305,163,365,234,11,195.36,2148.96
33066,20230125,46,387,314,16,488.86,7821.76
33067,20230306,23,165,54,12,771.99,9263.88
33068,20230202,143,296,4,17,9295.94,158030.98
33069,20230327,76,146,133,11,22.81,250.91
33070,20230227,13,20,200,7,1.66,11.62
33071,20230221,146,138,385,16,24111.19,385779.04
33072,20230312,68,286,177,17,127.11,2160.87
33073,20230117,45,160,25,18,74.6,1342.8
33074,20230214,156,264,233,2,72.25,144.5
33075,20230319,146,59,368,8,24664.11,197312.88
33076,20230224,52,224,281,18,64.18,1155.24
33077,20230115,123,83,310,19,4.5,85.5
33078,20230128,33,12,327,8,51.45,411.6
33079,20230308,149,198,106,8,2.02,16.16
33080,20230113,105,264,182,15,6609.08,99136.2
33081,20230128,121,158,221,9,2457.05,22113.45
33082,20230123,7,71,28,11,503.82,5542.02
33083,20230219,14,19,374,7,62.78,439.46
33084,20230121,152,173,273,5,17.15,85.75
33085,20230228,171,348,53,15,48.99,734.85
33086,20230217,39,5,43,3,73.4,220.2
33087,20230311,189,6,43,17,4.96,84.32
33088,20230211,4,235,119,17,9361.83,159151.11
33089,20230122,138,192,292,16,2.52,40.32
33090,20230327,111,317,78,4,2.22,8.88
33091,20230211,14,348,100,16,73.27,1172.32
33092,20230330,16,21,202,13,1.74,22.62
33093,20230110,95,213,194,11,354.53,3899.83
33094,20230324,101,254,206,9,18.61,167.49
33095,20230131,6,255,70,17,11.28,191.76
33096,20230309,102,384,23,14,13.52,189.28
33097,20230124,172,148,232,5,32.2,161.0
33098,20230213,16,366,65,14,1.42,19.88
33099,20230315,161,134,314,8,17.05,136.4
33100,20230108,58,221,94,6,1.73,10.38
33101,20230222,169,400,272,8,34.73,277.84
33102,20230327,16,84,208,20,1.53,30.6
33103,20230103,183,376,147,17,23.51,399.67
33104,20230210,93,367,151,13,71.21,925.73
33105,20230222,44,166,314,14,35.92,502.88
33106,20230115,38,149,240,8,149.96,1199.68
33107,20230315,23,248,146,2,861.54,1723.08
33108,20230209,34,146,238,8,21.03,168.24
33109,20230210,69,97,126,7,12372.08,86604.56
33110,20230108,53,58,165,17,2363.08,40172.36
33111,20230205,6,298,217,9,15.01,135.09
33112,20230319,76,73,281,14,35.49,496.86
33113,20230119,46,15,212,1,353.56,353.56
33114,20230220,93,31,364,9,69.09,621.81
33115,20230323,62,228,110,10,35.55,355.5
33116,20230308,93,292,136,4,123.32,493.28
33117,20230220,166,334,161,11,32.49,357.39
33118,20230108,157,164,128,18,1797.98,32363.64
33119,20230207,187,39,399,3,1183.35,3550.05
33120,20230205,134,320,206,16,1845.1,29521.6
33121,20230110,165,375,53,13,30.32,394.16
33122,20230205,136,84,41,3,289.73,869.19
33123,20230104,189,190,113,14,4.79,67.06
33124,20230111,51,163,355,20,562.63,11252.6
33125,20230309,152,177,303,4,20.79,83.16
33126,20230320,181,65,399,1,41389.87,41389.87
33127,20230318,151,175,107,1,18.04,18.04
33128,20230330,132,293,215,6,2761.53,16569.18
33129,20230320,160,25,35,19,67.26,1277.94
33130,20230119,14,23,195,6,55.87,335.22
33131,20230318,77,228,143,18,15869.24,285646.32
33132,20230302,166,222,116,1,31.3,31.3
33133,20230221,187,229,176,8,1228.22,9825.76
33134,20230304,27,56,25,20,37.91,758.2
33135,20230315,55,50,260,15,23.67,355.05
33136,20230119,93,386,385,7,67.82,474.74
33137,20230204,138,99,221,11,2.75,30.25
33138,20230220,17,246,192,12,4226.46,50717.52
33139,20230114,83,164,254,11,25.34,278.74
33140,20230111,126,96,220,11,69571.12,765282.32
33141,20230221,163,218,244,13,167.61,2178.93
33142,20230113,86,3,234,13,21806.33,283482.29
33143,20230220,179,118,210,6,4.92,29.52
33144,20230131,180,264,221,6,343.07,2058.42
33145,20230118,1,114,184,1,60.36,60.36
33146,20230201,141,127,244,1,31.94,31.94
33147,20230114,23,63,247,13,736.21,9570.73
33148,20230304,178,4,125,1,371.95,371.95
33149,20230328,169,273,400,20,33.68,673.6
33150,20230312,153,265,236,5,68994.72,344973.6
33151,20230111,72,67,377,12,9110.87,109330.44
33152,20230215,84,377,7,13,12.48,162.24
33153,20230106,171,79,334,4,45.54,182.16
33154,20230316,158,65,27,11,37.44,411.84
33155,20230321,20,345,206,4,365.99,1463.96
33156,20230224,197,271,36,12,254.77,3057.24
33157,20230129,185,190,58,3,1816.52,5449.56
33158,20230327,49,361,135,1,142.71,142.71
33159,20230228,35,42,237,6,65.54,393.24
33160,20230202,185,111,322,3,1842.72,5528.16
33161,20230204,159,333,9,2,17713.74,35427.48
33162,20230310,83,400,261,14,22.37,313.18
33163,20230209,195,293,333,19,3309.12,62873.28
33164,20230212,77,245,43,11,20117.59,221293.49
33165,20230115,196,224,352,10,68.85,688.5
33166,20230131,38,171,14,16,223.01,3568.16
33167,20230319,120,281,149,12,582.62,6991.44
33168,20230221,61,251,344,4,642.05,2568.2
33169,20230130,113,118,153,12,7.73,92.76
33170,20230225,142,16,372,4,55.71,222.84
33171,20230226,75,246,353,5,6256.33,31281.65
33172,20230311,120,63,289,11,616.23,6778.53
33173,20230303,146,312,275,14,23916.15,334826.1
33174,20230304,187,143,58,16,1381.9,22110.4
33175,20230305,32,298,3,6,227.64,1365.84
33176,20230127,98,176,103,8,2166.5,17332.0
33177,20230331,117,365,199,16,6.5,104.0
33178,20230219,121,244,314,20,2333.65,46673.0
33179,20230109,199,96,27,10,1296.1,12961.0
33180,20230326,137,256,377,8,187.78,1502.24
33181,20230206,179,372,151,13,5.09,66.17
33182,20230122,59,154,362,9,27419.38,246774.42
33183,20230219,33,73,285,12,62.17,746.04
33184,20230311,1,273,37,16,95.04,1520.64
33185,20230127,17,9,151,7,3602.89,25220.23
33186,20230331,106,273,241,10,149.98,1499.8
33187,20230219,58,22,84,9,2.28,20.52
33188,20230121,191,180,333,17,17.9,304.3
33189,20230329,37,160,262,4,13.12,52.48
33190,20230320,131,274,204,7,270.92,1896.44
33191,20230227,27,193,93,9,38.81,349.29
33192,20230131,4,128,360,1,8360.09,8360.09
33193,20230226,176,44,34,9,47.53,427.77
33194,20230226,139,369,66,2,8608.07,17216.14
33195,20230307,20,147,283,6,344.04,2064.24
33196,20230114,97,199,57,11,30.1,331.1
33197,20230208,123,104,72,16,2.81,44.96
33198,20230130,65,179,123,16,6.74,107.84
33199,20230225,198,334,197,1,396.41,396.41
33200,20230213,106,306,195,2,167.44,334.88
33201,20230314,157,260,289,9,1751.14,15760.26
33202,20230328,112,315,122,5,17929.85,89649.25
33203,20230320,45,264,393,3,75.97,227.91
33204,20230114,17,376,214,20,4200.55,84011.0
33205,20230112,42,44,277,4,6069.5,24278.0
33206,20230326,82,364,163,9,143.42,1290.78
33207,20230314,38,304,51,19,173.68,3299.92
33208,20230217,53,269,43,4,1247.74,4990.96
33209,20230218,20,148,327,11,384.42,4228.62
33210,20230211,45,248,133,5,59.1,295.5
33211,20230301,142,347,327,12,75.27,903.24
33212,20230304,183,201,249,12,30.28,363.36
33213,20230225,168,305,280,17,33.07,562.19
33214,20230121,171,47,315,3,44.08,132.24
33215,20230213,137,318,6,6,193.01,1158.06
33216,20230224,10,332,19,19,32.02,608.38
33217,20230227,132,292,296,12,2991.89,35902.68
33218,20230123,113,307,341,14,7.22,101.08
33219,20230204,166,120,314,19,30.52,579.88
33220,20230204,79,340,167,6,176.16,1056.96
33221,20230225,99,28,260,18,50.79,914.22
33222,20230222,15,325,231,2,9514.04,19028.08
33223,20230227,189,308,222,17,4.15,70.55
33224,20230130,151,361,281,4,13.51,54.04
33225,20230222,171,65,383,5,53.45,267.25
33226,20230320,47,216,8,7,108.73,761.11
33227,20230308,117,168,247,10,5.59,55.9
33228,20230110,100,396,265,12,44.34,532.08
33229,20230214,163,1,90,8,172.89,1383.12
33230,20230124,34,219,153,1,18.87,18.87
33231,20230119,126,237,75,13,72186.48,938424.24
33232,20230114,85,119,360,16,72.02,1152.32
33233,20230324,136,200,387,7,246.33,1724.31
33234,20230214,55,192,383,20,13.91,278.2
33235,20230207,133,144,278,2,61.51,123.02
33236,20230106,71,132,110,12,5418.96,65027.52
33237,20230118,75,6,343,20,5145.69,102913.8
33238,20230129,186,196,170,7,61798.5,432589.5
33239,20230320,9,166,91,14,11660.09,163241.26
33240,20230115,35,165,363,20,69.52,1390.4
33241,20230226,71,350,56,11,5768.11,63449.21
33242,20230130,115,21,18,5,3389.06,16945.3
33243,20230314,43,366,145,3,4175.12,12525.36
33244,20230226,27,80,119,16,42.11,673.76
33245,20230208,193,248,14,20,20.09,401.8
33246,20230127,50,94,294,14,1117.05,15638.7
33247,20230113,42,249,88,13,6358.97,82666.61
33248,20230326,131,132,26,7,269.29,1885.03
33249,20230216,157,284,326,18,1880.87,33855.66
33250,20230110,174,336,398,11,92.8,1020.8
33251,20230119,139,196,50,17,7503.4,127557.8
